ID;Ubicazione;Quantita
MATE075;VALIER;0
MATE075;TRIESTE;0
MATE076;LABORATORIO;0
MATE076;ZANARDI;2
MATE076;CINI;0
MATE076;MANDELLI;0
MATE076;SALUTE;0
MATE076;PALAZZINA MARFISA;0
MATE076;MAGAZZINO;0
MATE076;VALIER;0
MATE076;TRIESTE;0
MATE077;LABORATORIO;0
MATE077;ZANARDI;3
MATE077;CINI;0
MATE077;MANDELLI;0
MATE077;SALUTE;0
MATE077;PALAZZINA MARFISA;1
MATE077;MAGAZZINO;0
MATE077;VALIER;0
MATE077;TRIESTE;0
MATE078;LABORATORIO;0
MATE078;ZANARDI;0
MATE078;CINI;1
MATE078;MANDELLI;0
MATE078;SALUTE;0
MATE078;PALAZZINA MARFISA;0
MATE078;MAGAZZINO;0
MATE078;VALIER;0
MATE078;TRIESTE;0
MATE079;LABORATORIO;1
MATE079;ZANARDI;0
MATE079;CINI;0
MATE079;MANDELLI;0
MATE079;SALUTE;0
MATE079;PALAZZINA MARFISA;0
MATE079;MAGAZZINO;0
MATE079;VALIER;0
MATE079;TRIESTE;0
MATE080;LABORATORIO;5
MATE080;ZANARDI;0
MATE080;CINI;5
MATE080;MANDELLI;0
MATE080;SALUTE;0
MATE080;PALAZZINA MARFISA;0
MATE080;MAGAZZINO;0
MATE080;VALIER;0
MATE080;TRIESTE;0
MATE081;LABORATORIO;4
MATE081;ZANARDI;8
MATE081;CINI;0
MATE081;MANDELLI;0
MATE081;SALUTE;2
MATE081;PALAZZINA MARFISA;0
MATE081;MAGAZZINO;0
MATE081;VALIER;0
MATE081;TRIESTE;0
MATE082;LABORATORIO;1
MATE082;ZANARDI;0
MATE082;CINI;0
MATE082;MANDELLI;0
MATE082;SALUTE;0
MATE082;PALAZZINA MARFISA;0
MATE082;MAGAZZINO;0
MATE082;VALIER;0
MATE082;TRIESTE;0
MATE083;LABORATORIO;0
MATE083;ZANARDI;0
MATE083;CINI;0
MATE083;MANDELLI;0
MATE083;SALUTE;0
MATE083;PALAZZINA MARFISA;15
MATE083;MAGAZZINO;0
MATE083;VALIER;0
MATE083;TRIESTE;0
MATE084;LABORATORIO;4
MATE084;ZANARDI;0
MATE084;CINI;0
MATE084;MANDELLI;0
MATE084;SALUTE;0
MATE084;PALAZZINA MARFISA;0
MATE084;MAGAZZINO;0
MATE084;VALIER;0
MATE084;TRIESTE;0
MATE085;LABORATORIO;0
MATE085;ZANARDI;30
MATE085;CINI;0
MATE085;MANDELLI;0
MATE085;SALUTE;0
MATE085;PALAZZINA MARFISA;0
MATE085;MAGAZZINO;0
MATE085;VALIER;0
MATE085;TRIESTE;0
MATE086;LABORATORIO;1
MATE086;ZANARDI;0
MATE086;CINI;0
MATE086;MANDELLI;0
MATE086;SALUTE;0
MATE086;PALAZZINA MARFISA;0
MATE086;MAGAZZINO;0
MATE086;VALIER;0
MATE086;TRIESTE;0
MATE087;LABORATORIO;0,5
MATE087;ZANARDI;0
MATE087;CINI;0
MATE087;MANDELLI;0
MATE087;SALUTE;0
MATE087;PALAZZINA MARFISA;0
MATE087;MAGAZZINO;0
MATE087;VALIER;0
MATE087;TRIESTE;0
MATE088;LABORATORIO;1
MATE088;ZANARDI;0
MATE088;CINI;0
MATE088;MANDELLI;0
MATE088;SALUTE;0
MATE088;PALAZZINA MARFISA;0
MATE088;MAGAZZINO;0
MATE088;VALIER;0
MATE088;TRIESTE;0
MATE089;LABORATORIO;1
MATE089;ZANARDI;0
MATE089;CINI;0
MATE089;MANDELLI;0
MATE089;SALUTE;0
MATE089;PALAZZINA MARFISA;0
MATE089;MAGAZZINO;0
MATE089;VALIER;0
MATE089;TRIESTE;0
MATE090;LABORATORIO;0,75
MATE090;ZANARDI;0
MATE090;CINI;0
MATE090;MANDELLI;0
MATE090;SALUTE;0
MATE090;PALAZZINA MARFISA;0
MATE090;MAGAZZINO;0
MATE090;VALIER;0
MATE090;TRIESTE;0
MATE091;LABORATORIO;0
MATE091;ZANARDI;1
MATE091;CINI;0
MATE091;MANDELLI;0
MATE091;SALUTE;0
MATE091;PALAZZINA MARFISA;0
MATE091;MAGAZZINO;0
MATE091;VALIER;0
MATE091;TRIESTE;0
MATE092;LABORATORIO;0,1
MATE092;ZANARDI;0
MATE092;CINI;0
MATE092;MANDELLI;0
MATE092;SALUTE;0
MATE092;PALAZZINA MARFISA;0
MATE092;MAGAZZINO;0
MATE092;VALIER;0
MATE092;TRIESTE;0
MATE093;LABORATORIO;0
MATE093;ZANARDI;0
MATE093;CINI;0
MATE093;MANDELLI;0
MATE093;SALUTE;0
MATE093;PALAZZINA MARFISA;0,5
MATE093;MAGAZZINO;0
MATE093;VALIER;0
MATE093;TRIESTE;0
MATE094;LABORATORIO;1
MATE094;ZANARDI;0
MATE094;CINI;0
MATE094;MANDELLI;0
MATE094;SALUTE;0
MATE094;PALAZZINA MARFISA;0
MATE094;MAGAZZINO;0
MATE094;VALIER;0
MATE094;TRIESTE;0
MATE095;LABORATORIO;1
MATE095;ZANARDI;0
MATE095;CINI;0
MATE095;MANDELLI;0
MATE095;SALUTE;0
MATE095;PALAZZINA MARFISA;0
MATE095;MAGAZZINO;0
MATE095;VALIER;0
MATE095;TRIESTE;0
MATE096;LABORATORIO;1
MATE096;ZANARDI;0
MATE096;CINI;0
MATE096;MANDELLI;0
MATE096;SALUTE;0
MATE096;PALAZZINA MARFISA;0
MATE096;MAGAZZINO;0
MATE096;VALIER;0
MATE096;TRIESTE;0
MATE097;LABORATORIO;1
MATE097;ZANARDI;0
MATE097;CINI;0
MATE097;MANDELLI;0
MATE097;SALUTE;0
MATE097;PALAZZINA MARFISA;0
MATE097;MAGAZZINO;0
MATE097;VALIER;0
MATE097;TRIESTE;0
MATE098;LABORATORIO;2
MATE098;ZANARDI;0
MATE098;CINI;0
MATE098;MANDELLI;0
MATE098;SALUTE;0
MATE098;PALAZZINA MARFISA;1
MATE098;MAGAZZINO;0
MATE098;VALIER;0
MATE098;TRIESTE;0
MATE099;LABORATORIO;0
MATE099;ZANARDI;0,2
MATE099;CINI;0
MATE099;MANDELLI;0
MATE099;SALUTE;0
MATE099;PALAZZINA MARFISA;0
MATE099;MAGAZZINO;0
MATE099;VALIER;0
MATE099;TRIESTE;0
MATE100;LABORATORIO;0,75
MATE100;ZANARDI;0
MATE100;CINI;0
MATE100;MANDELLI;0
MATE100;SALUTE;0
MATE100;PALAZZINA MARFISA;0
MATE100;MAGAZZINO;0
MATE100;VALIER;0
MATE100;TRIESTE;0
MATE101;LABORATORIO;0,75
MATE101;ZANARDI;0
MATE101;CINI;0
MATE101;MANDELLI;0
MATE101;SALUTE;0
MATE101;PALAZZINA MARFISA;0
MATE101;MAGAZZINO;0
MATE101;VALIER;0
MATE101;TRIESTE;0
MATE102;LABORATORIO;0,75
MATE102;ZANARDI;0,5
MATE102;CINI;0
MATE102;MANDELLI;0
MATE102;SALUTE;0
MATE102;PALAZZINA MARFISA;0
MATE102;MAGAZZINO;0
MATE102;VALIER;0
MATE102;TRIESTE;0
MATE103;LABORATORIO;0,75
MATE103;ZANARDI;0
MATE103;CINI;0
MATE103;MANDELLI;0
MATE103;SALUTE;0
MATE103;PALAZZINA MARFISA;0
MATE103;MAGAZZINO;0
MATE103;VALIER;0
MATE103;TRIESTE;0
MATE104;LABORATORIO;2
MATE104;ZANARDI;0
MATE104;CINI;0
MATE104;MANDELLI;0
MATE104;SALUTE;0
MATE104;PALAZZINA MARFISA;0
MATE104;MAGAZZINO;0
MATE104;VALIER;0
MATE104;TRIESTE;0
MATE105;LABORATORIO;2
MATE105;ZANARDI;0
MATE105;CINI;0
MATE105;MANDELLI;125
MATE105;SALUTE;0
MATE105;PALAZZINA MARFISA;0
MATE105;MAGAZZINO;0
MATE105;VALIER;0
MATE105;TRIESTE;0
MATE106;LABORATORIO;0
MATE106;ZANARDI;0
MATE106;CINI;0
MATE106;MANDELLI;1
MATE106;SALUTE;0
MATE106;PALAZZINA MARFISA;0
MATE106;MAGAZZINO;0
MATE106;VALIER;0
MATE106;TRIESTE;0
MATE107;LABORATORIO;0
MATE107;ZANARDI;0
MATE107;CINI;0
MATE107;MANDELLI;0
MATE107;SALUTE;0
MATE107;PALAZZINA MARFISA;0
MATE107;MAGAZZINO;0
MATE107;VALIER;0
MATE107;TRIESTE;0
MATE108;LABORATORIO;0
MATE108;ZANARDI;100
MATE108;CINI;0
MATE108;MANDELLI;20
MATE108;SALUTE;0
MATE108;PALAZZINA MARFISA;0
MATE108;MAGAZZINO;0
MATE108;VALIER;0
MATE108;TRIESTE;0
MATE109;LABORATORIO;0
MATE109;ZANARDI;10
MATE109;CINI;0
MATE109;MANDELLI;0
MATE109;SALUTE;0
MATE109;PALAZZINA MARFISA;0
MATE109;MAGAZZINO;0
MATE109;VALIER;0
MATE109;TRIESTE;0
MATE110;LABORATORIO;0
MATE110;ZANARDI;20
MATE110;CINI;0
MATE110;MANDELLI;0
MATE110;SALUTE;0
MATE110;PALAZZINA MARFISA;0
MATE110;MAGAZZINO;0
MATE110;VALIER;0
MATE110;TRIESTE;0
MATE111;LABORATORIO;0
MATE111;ZANARDI;70
MATE111;CINI;0
MATE111;MANDELLI;0
MATE111;SALUTE;0
MATE111;PALAZZINA MARFISA;0
MATE111;MAGAZZINO;0
MATE111;VALIER;0
MATE111;TRIESTE;0
MATE112;LABORATORIO;0
MATE112;ZANARDI;55
MATE112;CINI;0
MATE112;MANDELLI;0
MATE112;SALUTE;0
MATE112;PALAZZINA MARFISA;0
MATE112;MAGAZZINO;0
MATE112;VALIER;0
MATE112;TRIESTE;0
MATE113;LABORATORIO;0
MATE113;ZANARDI;0
MATE113;CINI;0
MATE113;MANDELLI;40
MATE113;SALUTE;0
MATE113;PALAZZINA MARFISA;0
MATE113;MAGAZZINO;15
MATE113;VALIER;0
MATE113;TRIESTE;0
MATE114;LABORATORIO;0
MATE114;ZANARDI;0
MATE114;CINI;0
MATE114;MANDELLI;50
MATE114;SALUTE;0
MATE114;PALAZZINA MARFISA;0
MATE114;MAGAZZINO;0
MATE114;VALIER;0
MATE114;TRIESTE;0
MATE115;LABORATORIO;0
MATE115;ZANARDI;5
MATE115;CINI;0
MATE115;MANDELLI;25
MATE115;SALUTE;0
MATE115;PALAZZINA MARFISA;0
MATE115;MAGAZZINO;0
MATE115;VALIER;0
MATE115;TRIESTE;0
MATE116;LABORATORIO;0
MATE116;ZANARDI;5
MATE116;CINI;0
MATE116;MANDELLI;10
MATE116;SALUTE;0
MATE116;PALAZZINA MARFISA;0
MATE116;MAGAZZINO;0
MATE116;VALIER;0
MATE116;TRIESTE;0
MATE117;LABORATORIO;0
MATE117;ZANARDI;0
MATE117;CINI;0
MATE117;MANDELLI;25
MATE117;SALUTE;0
MATE117;PALAZZINA MARFISA;0
MATE117;MAGAZZINO;0
MATE117;VALIER;0
MATE117;TRIESTE;0
MATE118;LABORATORIO;0
MATE118;ZANARDI;0
MATE118;CINI;0
MATE118;MANDELLI;30
MATE118;SALUTE;0
MATE118;PALAZZINA MARFISA;0
MATE118;MAGAZZINO;0
MATE118;VALIER;0
MATE118;TRIESTE;0
MATE119;LABORATORIO;0
MATE119;ZANARDI;60
MATE119;CINI;0
MATE119;MANDELLI;0
MATE119;SALUTE;0
MATE119;PALAZZINA MARFISA;0
MATE119;MAGAZZINO;0
MATE119;VALIER;0
MATE119;TRIESTE;0
MATE120;LABORATORIO;0
MATE120;ZANARDI;30
MATE120;CINI;0
MATE120;MANDELLI;0
MATE120;SALUTE;0
MATE120;PALAZZINA MARFISA;0
MATE120;MAGAZZINO;0
MATE120;VALIER;0
MATE120;TRIESTE;0
MATE121;LABORATORIO;0
MATE121;ZANARDI;100
MATE121;CINI;0
MATE121;MANDELLI;0
MATE121;SALUTE;0
MATE121;PALAZZINA MARFISA;0
MATE121;MAGAZZINO;0
MATE121;VALIER;0
MATE121;TRIESTE;0
MATE122;LABORATORIO;0
MATE122;ZANARDI;0
MATE122;CINI;0
MATE122;MANDELLI;20
MATE122;SALUTE;0
MATE122;PALAZZINA MARFISA;0
MATE122;MAGAZZINO;0
MATE122;VALIER;0
MATE122;TRIESTE;0
MATE123;LABORATORIO;0
MATE123;ZANARDI;0
MATE123;CINI;0
MATE123;MANDELLI;50
MATE123;SALUTE;0
MATE123;PALAZZINA MARFISA;0
MATE123;MAGAZZINO;0
MATE123;VALIER;0
MATE123;TRIESTE;0
MATE124;LABORATORIO;0
MATE124;ZANARDI;75
MATE124;CINI;0
MATE124;MANDELLI;0
MATE124;SALUTE;0
MATE124;PALAZZINA MARFISA;0
MATE124;MAGAZZINO;0
MATE124;VALIER;0
MATE124;TRIESTE;0
MATE125;LABORATORIO;0
MATE125;ZANARDI;0
MATE125;CINI;0
MATE125;MANDELLI;25
MATE125;SALUTE;0
MATE125;PALAZZINA MARFISA;0
MATE125;MAGAZZINO;0
MATE125;VALIER;0
MATE125;TRIESTE;0
MATE126;LABORATORIO;0
MATE126;ZANARDI;15
MATE126;CINI;0
MATE126;MANDELLI;0
MATE126;SALUTE;0
MATE126;PALAZZINA MARFISA;0
MATE126;MAGAZZINO;0
MATE126;VALIER;0
MATE126;TRIESTE;0
MATE127;LABORATORIO;0
MATE127;ZANARDI;50
MATE127;CINI;0
MATE127;MANDELLI;0
MATE127;SALUTE;0
MATE127;PALAZZINA MARFISA;0
MATE127;MAGAZZINO;0
MATE127;VALIER;0
MATE127;TRIESTE;0
MATE128;LABORATORIO;0
MATE128;ZANARDI;50
MATE128;CINI;0
MATE128;MANDELLI;0
MATE128;SALUTE;0
MATE128;PALAZZINA MARFISA;0
MATE128;MAGAZZINO;0
MATE128;VALIER;0
MATE128;TRIESTE;0
MATE129;LABORATORIO;0
MATE129;ZANARDI;15
MATE129;CINI;0
MATE129;MANDELLI;0
MATE129;SALUTE;0
MATE129;PALAZZINA MARFISA;0
MATE129;MAGAZZINO;0
MATE129;VALIER;0
MATE129;TRIESTE;0
MATE130;LABORATORIO;0
MATE130;ZANARDI;20
MATE130;CINI;0
MATE130;MANDELLI;0
MATE130;SALUTE;0
MATE130;PALAZZINA MARFISA;0
MATE130;MAGAZZINO;0
MATE130;VALIER;0
MATE130;TRIESTE;0
MATE131;LABORATORIO;0
MATE131;ZANARDI;20
MATE131;CINI;0
MATE131;MANDELLI;0
MATE131;SALUTE;0
MATE131;PALAZZINA MARFISA;0
MATE131;MAGAZZINO;0
MATE131;VALIER;0
MATE131;TRIESTE;0
MATE132;LABORATORIO;0
MATE132;ZANARDI;60
MATE132;CINI;0
MATE132;MANDELLI;0
MATE132;SALUTE;0
MATE132;PALAZZINA MARFISA;0
MATE132;MAGAZZINO;0
MATE132;VALIER;0
MATE132;TRIESTE;0
MATE133;LABORATORIO;0
MATE133;ZANARDI;10
MATE133;CINI;0
MATE133;MANDELLI;0
MATE133;SALUTE;0
MATE133;PALAZZINA MARFISA;0
MATE133;MAGAZZINO;0
MATE133;VALIER;0
MATE133;TRIESTE;0
MATE134;LABORATORIO;0
MATE134;ZANARDI;40
MATE134;CINI;0
MATE134;MANDELLI;0
MATE134;SALUTE;0
MATE134;PALAZZINA MARFISA;0
MATE134;MAGAZZINO;0
MATE134;VALIER;0
MATE134;TRIESTE;0
MATE135;LABORATORIO;0
MATE135;ZANARDI;0
MATE135;CINI;0
MATE135;MANDELLI;25
MATE135;SALUTE;0
MATE135;PALAZZINA MARFISA;0
MATE135;MAGAZZINO;0
MATE135;VALIER;0
MATE135;TRIESTE;0
MATE136;LABORATORIO;0
MATE136;ZANARDI;0
MATE136;CINI;0
MATE136;MANDELLI;20
MATE136;SALUTE;0
MATE136;PALAZZINA MARFISA;0
MATE136;MAGAZZINO;0
MATE136;VALIER;0
MATE136;TRIESTE;0
MATE137;LABORATORIO;0
MATE137;ZANARDI;60
MATE137;CINI;0
MATE137;MANDELLI;0
MATE137;SALUTE;0
MATE137;PALAZZINA MARFISA;25
MATE137;MAGAZZINO;0
MATE137;VALIER;0
MATE137;TRIESTE;0
MATE138;LABORATORIO;0
MATE138;ZANARDI;50
MATE138;CINI;0
MATE138;MANDELLI;0
MATE138;SALUTE;0
MATE138;PALAZZINA MARFISA;0
MATE138;MAGAZZINO;0
MATE138;VALIER;0
MATE138;TRIESTE;0
MATE139;LABORATORIO;0
MATE139;ZANARDI;0
MATE139;CINI;0
MATE139;MANDELLI;0
MATE139;SALUTE;0
MATE139;PALAZZINA MARFISA;0
MATE139;MAGAZZINO;200
MATE139;VALIER;0
MATE139;TRIESTE;0
MATE140;LABORATORIO;0
MATE140;ZANARDI;0
MATE140;CINI;0
MATE140;MANDELLI;35
MATE140;SALUTE;0
MATE140;PALAZZINA MARFISA;0
MATE140;MAGAZZINO;0,5
MATE140;VALIER;0
MATE140;TRIESTE;0
MATE141;LABORATORIO;0
MATE141;ZANARDI;50
MATE141;CINI;0
MATE141;MANDELLI;35
MATE141;SALUTE;0
MATE141;PALAZZINA MARFISA;0
MATE141;MAGAZZINO;0
MATE141;VALIER;0
MATE141;TRIESTE;0
MATE142;LABORATORIO;0
MATE142;ZANARDI;0
MATE142;CINI;0
MATE142;MANDELLI;160
MATE142;SALUTE;0
MATE142;PALAZZINA MARFISA;0
MATE142;MAGAZZINO;0
MATE142;VALIER;0
MATE142;TRIESTE;0
MATE143;LABORATORIO;0
MATE143;ZANARDI;150
MATE143;CINI;0
MATE143;MANDELLI;0
MATE143;SALUTE;0
MATE143;PALAZZINA MARFISA;0
MATE143;MAGAZZINO;0
MATE143;VALIER;0
MATE143;TRIESTE;0
MATE144;LABORATORIO;0
MATE144;ZANARDI;0
MATE144;CINI;0
MATE144;MANDELLI;0
MATE144;SALUTE;0
MATE144;PALAZZINA MARFISA;0
MATE144;MAGAZZINO;15
MATE144;VALIER;0
MATE144;TRIESTE;0
MATE145;LABORATORIO;5
MATE145;ZANARDI;0
MATE145;CINI;0
MATE145;MANDELLI;0
MATE145;SALUTE;0
MATE145;PALAZZINA MARFISA;0
MATE145;MAGAZZINO;0
MATE145;VALIER;0
MATE145;TRIESTE;0
MATE146;LABORATORIO;0
MATE146;ZANARDI;0
MATE146;CINI;0
MATE146;MANDELLI;0
MATE146;SALUTE;0
MATE146;PALAZZINA MARFISA;0
MATE146;MAGAZZINO;4
MATE146;VALIER;0
MATE146;TRIESTE;2
MATE147;LABORATORIO;0
MATE147;ZANARDI;0
MATE147;CINI;0
MATE147;MANDELLI;0
MATE147;SALUTE;0
MATE147;PALAZZINA MARFISA;0
MATE147;MAGAZZINO;5
MATE147;VALIER;0
MATE147;TRIESTE;0
MATE148;LABORATORIO;0
MATE148;ZANARDI;0
MATE148;CINI;0
MATE148;MANDELLI;0
MATE148;SALUTE;0
MATE148;PALAZZINA MARFISA;0
MATE148;MAGAZZINO;0
MATE148;VALIER;0
MATE148;TRIESTE;1
MATE149;LABORATORIO;0
MATE149;ZANARDI;0
MATE149;CINI;0
MATE149;MANDELLI;150
MATE149;SALUTE;0
MATE149;PALAZZINA MARFISA;0
MATE149;MAGAZZINO;0
MATE149;VALIER;0
MATE149;TRIESTE;0
